"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
7.87320136536317,-0.0361564861815352,NA,-0.534809479163057,NA,NA,NA,"+",NA,NA,NA,"+",6,-190.812844888514,393.808298472679,29.6631654866665,2.38030319315135e-08
2.20021234619753,-0.0381084813065602,NA,NA,NA,0.0696745150654152,-0.00486065978336625,NA,NA,NA,NA,NA,4,-192.875557977973,393.837696042525,29.6925630565121,2.34557151055551e-08
-3.43311671696898,NA,-5.94932045373741e-05,NA,NA,0.066035268782282,NA,NA,NA,NA,NA,NA,3,-193.910579697121,393.872995247374,29.7278622613605,2.30453629875259e-08
8.00716663048252,-0.0365301550256453,NA,NA,NA,NA,NA,"+",-0.284269039257227,NA,NA,"+",6,-190.84848908486,393.879586865371,29.7344538793583,2.29695348988971e-08
4.55641076406383,NA,-8.09707220498628e-05,NA,NA,NA,-0.00429231691422754,NA,NA,NA,NA,NA,3,-193.932075628805,393.915987110741,29.7708541247278,2.25552678366467e-08
26.428230599774,-0.0403976337696944,NA,-0.169096884876204,NA,0.0375559637051298,NA,"+",NA,NA,-0.00693930858889919,NA,7,-189.84608938052,393.936187475637,29.7910544896235,2.2328602125767e-08
27.8940017781147,-0.0407090316197209,NA,NA,NA,0.0381739707357311,NA,"+",NA,NA,-0.00740370761335777,"+",7,-189.856974351571,393.957957417739,29.8128244317256,2.20868739269517e-08
4.7411492442161,NA,-8.15730707736921e-05,NA,NA,NA,NA,NA,-0.553516593269089,-3.40288359557463,NA,NA,4,-192.962810592204,394.012201270988,29.8670682849753,2.14958859463209e-08
4.70776156237711,NA,-8.51696951506566e-05,-1.00285056950591,NA,NA,-0.00483694427065982,NA,NA,NA,NA,NA,4,-192.966445098592,394.019470283764,29.8743372977505,2.14179008161154e-08
3.54665049751929,-0.0335178789265561,NA,-0.696369985105911,NA,0.0411308084291946,NA,NA,NA,NA,-0.000181742908609018,"+",6,-190.92764559089,394.037899877433,29.8927668914199,2.12214457483594e-08
-33.6066006962787,0.287482356228964,-0.000618489875784271,NA,NA,NA,0.00191313788222857,NA,-0.423788645559211,-2.14514878195229,NA,NA,6,-190.951513066436,394.085634828525,29.9405018425118,2.07209400738471e-08
-36.158527454735,0.304721822329447,-0.000650639806397448,-0.889698462617708,NA,NA,0.000133094026596554,NA,-0.157963739151703,NA,NA,NA,6,-190.965016905399,394.112642506449,29.9675095204363,2.04430086301442e-08
3.89132402734234,-0.0405984680710612,NA,-1.50301289225612,NA,0.0614927181697335,-0.0048307537026796,NA,NA,NA,-0.00024167382127259,NA,6,-190.972893549067,394.128395793786,29.9832628077734,2.02826188315323e-08
-37.9827567923302,0.322732622687991,-0.000682485576231987,NA,NA,NA,0.00206534344937555,NA,-0.0408700987611987,-1.95832746501275,-0.00019946077559194,NA,7,-189.948304943613,394.140618601824,29.9954856158108,2.01590415532595e-08
5.27347887930292,NA,-8.37415386019434e-05,NA,NA,NA,-0.00263238521683228,NA,NA,-2.69296306475658,-0.000149301708394848,NA,5,-192.011607408045,394.153366659907,30.0082336738939,2.00309558815021e-08
-3.47922679388134,NA,-5.96006109862965e-05,NA,NA,0.0698331040997789,NA,NA,NA,NA,-0.000162085040621452,NA,4,-193.03647408968,394.15952826594,30.014395279927,1.9969339415031e-08
4.25859034551258,NA,-7.36096993443887e-05,-1.62283135238828,NA,NA,NA,NA,NA,NA,-0.000288108292695483,NA,4,-193.044785903329,394.176151893238,30.0310189072248,1.98040458832635e-08
5.36299025625887,NA,-8.54821806840755e-05,-1.67579892905388,NA,NA,-0.00571603116788219,NA,0.614565024511012,NA,-0.000308463290178901,NA,6,-190.998106651072,394.178821997797,30.0336890117835,1.97776240878301e-08
8.40375670681201,-0.0362342555480611,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,4,-193.053445191524,394.193470469627,30.0483374836142,1.9633297290117e-08
2.96435356338933,-0.0410318815039652,NA,-0.433176523738862,NA,0.0715269186426356,-0.00413974968567148,NA,NA,-2.55927628720746,NA,NA,6,-191.018216517821,394.219041731294,30.0739087452813,1.93838711321557e-08
-2.6110047620033,NA,-7.128320323528e-05,NA,NA,0.0677533944923909,-0.00503679640959565,NA,0.263162676620852,NA,NA,NA,5,-192.050615902844,394.231383649505,30.0862506634918,1.92646223741255e-08
26.5488762552044,NA,-8.23353853495922e-05,-0.0679707682994541,NA,0.0321558431018808,NA,"+",-0.34876820578721,NA,-0.00845328819238536,"+",9,-187.927600569031,394.249074223401,30.1039412373877,1.90949726675516e-08
2.00383747069076,-0.0400892649684614,NA,NA,NA,0.0793183051855285,-0.00270565516002578,NA,-0.347382267680709,-3.29339245466576,NA,NA,6,-191.035894181703,394.254397059058,30.1092640730449,1.9044220533133e-08
8.37316263768407,-0.0381249748764463,NA,-0.666049262199854,NA,NA,NA,NA,-0.545685863532303,NA,-9.44883643810602e-05,"+",6,-191.086248483257,394.355105662167,30.2099726761538,1.8109005752167e-08
5.13295251366577,NA,-8.27310153122978e-05,-1.33920023505631,NA,NA,NA,NA,-0.304515638938593,-3.03838998069316,-0.000258571896089389,NA,6,-191.102829575523,394.388267846699,30.2431348606855,1.78112143331278e-08
2.2941454702623,-0.0385440824757541,NA,-0.9959414447009,NA,0.0750901888937936,NA,NA,-0.41503924664179,-3.71311727540291,-0.000239730087553974,NA,7,-190.085821408702,394.415651532001,30.2705185459881,1.75690078990316e-08
5.06500406360651,NA,-8.72505648485886e-05,-0.769244246009934,NA,NA,-0.00389776994128152,NA,NA,-1.98604767564374,NA,NA,5,-192.145537411971,394.42122666776,30.276093681747,1.75201012938483e-08
2.52334323589843,-0.0325727906663884,NA,NA,NA,0.0502580633422388,NA,"+",NA,NA,NA,NA,5,-192.181897562118,394.493946968054,30.3488139820405,1.68945099978877e-08
-2.56714098697257,NA,-6.98021131090008e-05,NA,NA,0.0706383470432692,-0.00531490720803748,NA,0.610492805036188,NA,-0.000183002407853301,NA,6,-191.179749177846,394.542107051345,30.3969740653316,1.64925485407431e-08
31.8604860701398,-0.0442119851954938,NA,NA,NA,NA,NA,"+",-0.346458204309786,NA,-0.00721874142414486,"+",7,-190.193686365147,394.631381444892,30.4862484588786,1.57725561703138e-08
35.0047822417231,-0.0453100121082503,NA,-0.195317361459003,NA,NA,NA,"+",-0.30880543026685,NA,-0.00816343351874045,NA,7,-190.205997392599,394.656003499796,30.5108705137825,1.55795701637556e-08
1.78218443588649,-0.0389347710686526,NA,-0.380609857092558,NA,0.0771334425969634,NA,NA,-0.747823933587846,-3.91399989542026,NA,NA,6,-191.251955966814,394.686520629279,30.5413876432664,1.53436527416376e-08
1.14764093581971,-0.0352374111034829,NA,-0.145112645985733,NA,0.0748388345052633,NA,NA,NA,-3.3648498050422,NA,NA,5,-192.279072210244,394.688296264307,30.5431632782937,1.53300364233081e-08
4.40160117081275,NA,-7.73147712875646e-05,-0.516565478320417,NA,NA,NA,NA,NA,-2.77256737255587,NA,NA,4,-193.308073531729,394.702727150038,30.5575941640249,1.5219821524194e-08
-2.65140524568838,NA,-7.68263462306925e-05,-0.490788378251022,NA,0.072565877817374,-0.00235672794939073,NA,-0.413988246373938,-3.00419923535344,NA,NA,7,-190.232322510495,394.708653735586,30.5635207495733,1.51747874945084e-08
11.892795941141,-0.0474313649080683,NA,-1.42764297032547,NA,NA,-0.00391809255232189,NA,NA,-2.34376987109598,-0.000255332054774981,NA,6,-191.286168534072,394.754945763797,30.6098127777841,1.4827585322938e-08
-0.847192770877934,NA,-6.35419166573078e-05,-1.01087509162289,NA,0.0399813422625884,NA,"+",0.255270616562161,NA,NA,NA,7,-190.259689253607,394.763387221811,30.6182542357984,1.47651339912449e-08
11.1134383623178,-0.0454882801576176,NA,NA,NA,NA,-0.00387757080279172,NA,NA,-2.48656051233057,NA,NA,4,-193.359194716122,394.804969518825,30.6598365328115,1.44613191713704e-08
3.44472171418335,-0.0403077858244283,NA,-0.779169906270629,NA,0.061687526329727,-0.00530387065780868,NA,NA,NA,NA,NA,5,-192.340417737754,394.810987319327,30.6658543333137,1.44178719015144e-08
10.6352804305543,-0.04239376674651,NA,-1.25804835887617,NA,NA,NA,NA,NA,-3.0660906416394,-0.000286193456551126,NA,5,-192.352916326825,394.835984497468,30.690851511455,1.42387903102128e-08
29.2733735114593,-0.0425870829106317,NA,-0.230932417955848,NA,NA,NA,"+",NA,NA,-0.00649004994118112,"+",7,-190.309443166238,394.862895047073,30.7177620610603,1.40484866389375e-08
1.92407544984592,-0.0392440949061856,NA,NA,NA,0.0818362531249623,-0.00301817611729694,NA,-0.0117257797632287,-3.20049816153703,-0.000167482356308982,NA,7,-190.310022262891,394.86405324038,30.7189202543669,1.40403535624874e-08
8.38197149863491,-0.037309632828996,NA,-1.12247844102076,NA,NA,NA,"+",NA,NA,NA,NA,5,-192.398755081577,394.927662006972,30.7825290209588,1.36008351303214e-08
4.97103771836372,NA,-8.00681595290879e-05,NA,NA,NA,NA,NA,-0.29173723740378,-3.38984836871547,-0.000147081718337858,NA,5,-192.402753503783,394.935658851384,30.7905258653705,1.35465618252196e-08
11.2410158582625,-0.0460197269826917,NA,-1.673966990625,NA,NA,-0.00499010100524267,NA,NA,NA,-0.000239013301585579,NA,5,-192.404727310529,394.939606464876,30.7944734788625,1.35198499008647e-08
1.97902574848659,-0.0374414760579527,NA,NA,NA,0.0723843695751655,-0.00444550055369269,NA,NA,NA,-0.000116021552529482,NA,5,-192.443553208962,395.017258261741,30.8721252757281,1.30049892216255e-08
4.74756575408637,NA,-8.38372458031324e-05,-0.733756769409501,NA,NA,NA,NA,-0.668003957250721,-3.22501483689634,NA,NA,5,-192.468893632005,395.067939107828,30.9228061218147,1.26795777384436e-08
-32.7996610637888,0.281763320224555,-0.000610591738533614,-0.773766013512132,NA,NA,0.00147691612817646,NA,-0.492175300890613,-1.88098509764046,NA,NA,7,-190.416293491137,395.076595696871,30.9314627108577,1.26248153908622e-08
5.57975286934425,NA,-8.76926358254475e-05,-1.48872272795513,NA,NA,-0.00389979726261196,NA,0.221399318467274,-1.93906317630898,-0.000284906798630727,NA,7,-190.428003858143,395.100016430884,30.9548834448705,1.24778364376203e-08
3.94073765687794,-0.033720735080001,NA,-0.509617305873184,NA,0.0340425702744247,NA,"+",NA,NA,NA,"+",7,-190.42958767918,395.103184072957,30.9580510869437,1.24580894197785e-08
10.293975244858,-0.0410401667945263,NA,NA,NA,NA,NA,NA,NA,-3.3984631628574,-0.000178168735897842,NA,4,-193.518907109594,395.124394305769,30.979261319756,1.23266680325662e-08
9.75068243602431,-0.0403922869411491,NA,NA,NA,NA,NA,NA,NA,-3.16213080374052,NA,NA,3,-194.539793722413,395.131423297958,30.9862903119453,1.22834220443474e-08
4.00687493631239,-0.0340843806061822,NA,NA,NA,0.0346718283172728,NA,"+",-0.277861859062179,NA,NA,"+",7,-190.453988531023,395.151985776642,31.0068527906294,1.21577802259072e-08
4.23711818666079,-0.0406217906566874,NA,-1.47485816570777,NA,0.0607592652441942,-0.00628251928543631,NA,0.63145946093473,NA,-0.000300417019755699,NA,7,-190.462099650537,395.168208015671,31.0230750296578,1.2059565870118e-08
3.58237918319394,-0.0414756607542728,NA,-1.1740064986786,NA,0.0707663376421944,-0.00385555595793088,NA,0.0941033739831266,-2.64100888203158,-0.000266635543528094,NA,8,-189.445895191473,395.206200863295,31.0610678772821,1.18326394650336e-08
4.69566816624076,NA,-8.01084581570344e-05,NA,NA,NA,-0.00392005305219534,NA,NA,NA,-0.000106103240752724,NA,4,-193.571191027495,395.228962141571,31.0838291555577,1.16987398420875e-08
3.61789949588135,NA,-6.89214176145716e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-195.628999637113,395.283861343191,31.1387283571778,1.13819814383354e-08
-2.83205032698317,NA,-6.1509274425023e-05,-0.555433754716186,NA,0.0604218595756458,NA,NA,NA,NA,NA,NA,4,-193.629237805418,395.345055697416,31.1999227114027,1.10389988435521e-08
-1.77377576314356,NA,-7.50032001158684e-05,-0.740207665773285,NA,0.0604193576136154,-0.00510154098400637,NA,0.143559227892132,NA,NA,NA,6,-191.591189303806,395.364987303264,31.2198543172512,1.09295327214841e-08
3.98142355762248,-0.0352052886942838,NA,-0.633896738190558,NA,0.038479764219188,NA,NA,-0.490094736548559,NA,-0.000113558020209296,"+",7,-190.575019183362,395.39404708132,31.2489140953069,1.07718759651689e-08
5.01273280602836,NA,-8.48016302729814e-05,NA,NA,NA,-0.00262121426228274,NA,-0.211886663760117,-2.66265558279626,NA,NA,5,-192.640143650864,395.410439145545,31.2653061595317,1.06839501375015e-08
-2.14327060423428,NA,-6.46346260541251e-05,-1.4635870659776,NA,0.0597340973385444,NA,NA,-0.0470914643260401,NA,-0.000283171486294851,NA,6,-191.650118492831,395.482845681314,31.3377126953009,1.03040740959692e-08
10.3588339210455,-0.0434791857173857,NA,NA,NA,NA,-0.00488918873859324,NA,NA,NA,NA,NA,3,-194.72317220962,395.498180272371,31.3530472863579,1.02253718171012e-08
3.00139662544412,-0.033806699275353,NA,-1.01481716361702,NA,0.0458670057750668,NA,"+",NA,NA,NA,NA,6,-191.67406183376,395.530732363171,31.3855993771582,1.00602902827384e-08
-3.49302530556079,NA,-6.12949871393378e-05,NA,NA,0.0674028888678919,NA,NA,-0.283143390848251,NA,NA,NA,4,-193.728597673484,395.543775433547,31.3986424475341,9.99489521554739e-09
2.4159157896164,-0.0382612105397499,NA,NA,NA,0.0686458673608305,-0.00567317574261813,NA,0.305366421020754,NA,NA,NA,5,-192.724181505675,395.578514855168,31.433381869155,9.82278584823454e-09
10.8318419897209,-0.0458107195488946,NA,-1.00071912546415,NA,NA,-0.00548179539118562,NA,NA,NA,NA,NA,4,-193.757883684714,395.602347456008,31.4572144699951,9.70642922819151e-09
11.3054336692476,-0.0450982143839419,NA,NA,NA,NA,-0.003242739663263,NA,NA,-2.79951432204865,-0.000141492270544865,NA,5,-192.74784127161,395.625834387037,31.4807014010239,9.59310880087013e-09
4.64206510003579,NA,-8.11064556588883e-05,NA,NA,NA,-0.00511053670209671,NA,0.311572333564066,NA,NA,NA,4,-193.772410043956,395.631400174492,31.4862671884791,9.56644931102877e-09
8.03588004323159,-0.0370794018988962,NA,-0.538582273913784,NA,NA,NA,"+",-0.290066802681445,NA,NA,"+",7,-190.715629877265,395.675268469127,31.5301354831136,9.35890191113247e-09
29.5342258665421,-0.0423237118850608,NA,-0.144971804007863,NA,0.0382933153499859,NA,"+",-0.328835501655659,NA,-0.00784621339452726,NA,8,-189.715232131923,395.744874744195,31.5997417581816,9.03878559809823e-09
10.4787307472596,-0.0433779852208795,NA,NA,NA,NA,NA,NA,-0.601506925337836,-3.65422853334207,NA,NA,4,-193.830134922005,395.74684993059,31.601716944577,9.02986336142121e-09
29.0654759331519,-0.0420854475825258,NA,NA,NA,0.0381066796590233,NA,"+",-0.342189713472394,NA,-0.00770012464031004,"+",8,-189.721727714819,395.757865909988,31.6127329239753,8.9802636896786e-09
11.3784301248099,-0.0470238880823581,NA,-0.756669819064536,NA,NA,-0.00450703189440786,NA,NA,-2.12179728271899,NA,NA,5,-192.827011020778,395.784173885374,31.6390408993612,8.86291093208792e-09
8.1153661181849,-0.0349899395218785,NA,NA,NA,NA,NA,"+",0.374895183463288,NA,NA,NA,5,-192.830634961179,395.791421766177,31.6462887801636,8.83085039890744e-09
1.90943028692858,-0.0334948443635404,NA,-1.39282596339326,NA,0.0624265878307515,NA,NA,NA,NA,-0.000281650995974773,NA,5,-192.864677812406,395.859507468629,31.7143744826159,8.53528260213884e-09
11.5178083151602,-0.0460036344941482,NA,-1.64340448140682,NA,NA,-0.00649841325535484,NA,0.65774072188668,NA,-0.00030142889310574,NA,6,-191.850632883007,395.883874461666,31.7387414756527,8.4319239298073e-09
3.93254534657402,NA,-6.93812553530721e-05,NA,NA,NA,NA,NA,NA,NA,-0.000145130122627497,NA,3,-194.928420259302,395.908676371737,31.7635433857236,8.32800569471253e-09
2.76779015299779,-0.0412882463816776,NA,-0.472295523338352,NA,0.0737402587947241,-0.00298183045469811,NA,-0.381199859982973,-3.08835304149999,NA,NA,7,-190.854508253107,395.953025220811,31.8078922347983,8.14536937210509e-09
2.34367825473615,-0.0374606508852502,NA,NA,NA,0.0714991464054106,-0.00592786261485199,NA,0.643183809151631,NA,-0.000178168756974643,NA,6,-191.897485125744,395.977578947141,31.8324459611276,8.04598112318861e-09
4.74491788247353,NA,-8.50750364945003e-05,-0.957556903824431,NA,NA,-0.00521454665299885,NA,0.152092272745627,NA,NA,NA,5,-192.930902199368,395.991956242554,31.8468232565411,7.98834879687095e-09
26.905552141131,-0.0405448246326085,NA,-0.165780511951678,NA,0.0377543066314598,NA,"+",NA,NA,-0.00708942179089311,"+",8,-189.845720759233,396.005851998816,31.8607190128031,7.93303908801765e-09
0.364382391148572,-0.0310036584459005,NA,NA,NA,0.0681406540637277,NA,NA,NA,NA,NA,NA,3,-194.979745781782,396.011327416695,31.8661944306823,7.91135043814016e-09
3.63958782469804,NA,-7.09188882724083e-05,-0.770570504630021,NA,NA,NA,NA,NA,NA,NA,NA,3,-195.037296919495,396.126429692122,31.9812967061088,7.46889717907802e-09
5.28893613449034,NA,-8.35270567452606e-05,NA,NA,NA,-0.00294727996620547,NA,0.112103820796526,-2.55297499748144,-0.000158073583673234,NA,6,-191.999484152462,396.181577000577,32.0364440145636,7.26576579804505e-09
4.95753190563223,NA,-7.99683174289034e-05,NA,NA,NA,-0.00536366933865538,NA,0.63548197637596,NA,-0.00016903266354456,NA,5,-193.035365310093,396.200882464003,32.0557494779898,7.19596871829471e-09
-3.47946252193108,NA,-5.96070920152334e-05,NA,NA,0.069835599278959,NA,NA,-0.00107535910462197,NA,-0.000161956488670142,NA,5,-193.036472026302,396.203095896423,32.0579629104096,7.1880092283287e-09
4.26006016917892,NA,-7.38525310853458e-05,-1.62678068734807,NA,NA,NA,NA,-0.036837878619702,NA,-0.000283904996380983,NA,5,-193.042458834822,396.215069513461,32.0699365274479,7.14510455263268e-09
2.51897130560148,-0.0316863325334036,NA,NA,NA,0.0482422142026948,NA,"+",0.308257127435979,NA,NA,NA,6,-192.031841774786,396.246292245224,32.101159259211,7.03442588163955e-09
5.06666377611427,NA,-8.78380246268314e-05,-0.805853607953861,NA,NA,-0.00301575322701805,NA,-0.288704822363182,-2.37720394355197,NA,NA,6,-192.050355735791,396.283320167234,32.1381871812208,6.90538897309737e-09
0.33011038913314,-0.0310626276441214,NA,NA,NA,0.0718428644539819,NA,NA,NA,NA,-0.000159398622217159,NA,4,-194.130891748536,396.348363583652,32.2032305976394,6.68442644227261e-09
10.9386492117388,-0.0440010617670384,NA,-1.26756621316446,NA,NA,NA,NA,-0.365002183676275,-3.30742995144156,-0.000245938808849521,NA,6,-192.150552219041,396.483713133735,32.3385801477219,6.24702677223167e-09
30.4928152149227,-0.043968688504613,NA,-0.22185897173801,NA,NA,NA,"+",-0.344708488565767,NA,-0.00680311419277488,"+",8,-190.172507428811,396.659425337972,32.5142923519587,5.72160598159844e-09
-2.72691578520628,NA,-6.47491902047204e-05,-0.735247806257606,NA,0.0605904540724091,NA,NA,-0.410558943262096,NA,NA,NA,5,-193.278213237586,396.686578318989,32.5414453329762,5.64445158038739e-09
11.9069138833519,-0.0472308321312934,NA,-1.45027969763688,NA,NA,-0.00461244724363422,NA,0.24617974143246,-2.03220093246893,-0.000276608398646303,NA,7,-191.229069993087,396.70214870077,32.5570157147574,5.60067905717031e-09
9.77963262054321,-0.0408350387800614,NA,-0.461788300037344,NA,NA,NA,NA,NA,-2.99844319834205,NA,NA,4,-194.326288811636,396.739157709851,32.5940247238383,5.49799426182384e-09
3.49731661587438,-0.0402585235593998,NA,-0.721705265068684,NA,0.0615837432488788,-0.00578086080692842,NA,0.190727074686168,NA,NA,NA,6,-192.284875469996,396.752359635643,32.6072266496304,5.46182172383382e-09
8.16782654324528,-0.0363178670528611,NA,-1.04855427260674,NA,NA,NA,"+",0.270524222685892,NA,NA,NA,6,-192.286197679624,396.7550040549,32.6098710688868,5.45460482274252e-09
11.1318951239909,-0.0456318975142508,NA,NA,NA,NA,-0.00332211107047842,NA,-0.175368956286091,-2.73701554526224,NA,NA,5,-193.32357507888,396.777302001579,32.6321690155657,5.3941293252732e-09
10.5944963051483,-0.0426134893504071,NA,NA,NA,NA,NA,NA,-0.351977873359186,-3.63626266946895,-0.000139371179913856,NA,5,-193.326649572589,396.783450988996,32.6383180029834,5.37757057652582e-09
10.642315766547,-0.0445440825313756,NA,-0.692453532992408,NA,NA,NA,NA,-0.711835331224652,-3.49134492242124,NA,NA,5,-193.385510648939,396.901173141697,32.7560401556837,5.07017650261166e-09
9.26905280031107,-0.0385968350767148,NA,-1.55959503949632,NA,NA,NA,NA,NA,NA,-0.000281268952892261,NA,4,-194.416763501084,396.920107088749,32.7749741027355,5.02240376431071e-09
10.4239092037398,-0.0430334073883269,NA,NA,NA,NA,-0.00453690019674401,NA,NA,NA,-9.71988264469911e-05,NA,4,-194.420156382991,396.926892852563,32.7817598665495,5.00539221685421e-09
4.12085737850529,-0.0346400778726145,NA,-0.512511284002335,NA,0.0338654892572783,NA,"+",-0.282674021878536,NA,NA,"+",8,-190.337286679988,396.988983840325,32.8438508543117,4.85238472906944e-09
3.68981966633226,NA,-7.05836732241888e-05,NA,NA,NA,NA,NA,-0.236974536665408,NA,NA,NA,3,-195.501351683212,397.054539219555,32.9094062335423,4.69591316556612e-09
10.478464020702,-0.0435983463330907,NA,NA,NA,NA,-0.0058447154600115,NA,0.359750698012737,NA,NA,NA,4,-194.510603758491,397.107787603562,32.9626546175492,4.57253794239621e-09
2.95914297571647,-0.0330812810540789,NA,-0.956120499692901,NA,0.0447344774782019,NA,"+",0.220946616889891,NA,NA,NA,7,-191.599223916254,397.442456547104,33.2973235610914,3.86798588120934e-09
3.76670102122732,NA,-7.42280491938368e-05,-0.946713332439158,NA,NA,NA,NA,-0.410112374101383,NA,NA,NA,4,-194.687752438289,397.462084963158,33.3169519771449,3.83021033486879e-09
10.8772204432274,-0.0457590626115689,NA,-0.94077589596787,NA,NA,-0.0059946189971147,NA,0.205033310926568,NA,NA,NA,5,-193.693239453537,397.516630750892,33.3714977648789,3.72716102866571e-09
1.02947408687271,-0.0319840123702676,NA,-0.50596526322368,NA,0.0631513976972326,NA,NA,NA,NA,NA,NA,4,-194.743524595638,397.573629277857,33.4284962918438,3.62243902240123e-09
11.306668837702,-0.0449632470958994,NA,NA,NA,NA,-0.00362554799672495,NA,0.13620981446378,-2.62874688066364,-0.000152111791553797,NA,6,-192.729963332644,397.642535360941,33.4974023749275,3.49976044026268e-09
0.452784250174906,-0.0320257178637008,NA,NA,NA,0.0694295392311923,NA,NA,-0.297418595113329,NA,NA,NA,4,-194.780530820598,397.647641727777,33.5025087417639,3.49083630726098e-09
11.4126170769415,-0.0472816694597481,NA,-0.787685461499456,NA,NA,-0.0037442524379059,NA,-0.249678430942542,-2.46119844323437,NA,NA,6,-192.755849702563,397.694308100779,33.5491751147659,3.41032689587727e-09
8.31238801252873,-0.0361347155151141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-196.841692556789,397.709247182543,33.5641141965302,3.38494822122918e-09
10.7024004043422,-0.0429983531661831,NA,NA,NA,NA,-0.00608018420492542,NA,0.67310144678154,NA,-0.000163615752130036,NA,5,-193.819305074843,397.768761993504,33.6236290074906,3.28570487990474e-09
28.1139866930557,-0.0419220316809506,NA,-0.15525583852089,NA,0.0376983132142603,NA,"+",-0.340722252836672,NA,-0.00739741090997918,"+",9,-189.711681826645,397.81723673863,33.672103752617,3.20702537054224e-09
1.93864105231223,-0.033733364143721,NA,-1.39999073221099,NA,0.0624748697825169,NA,NA,-0.0696247464563428,NA,-0.000273866625858105,NA,6,-192.856362991802,397.895334679256,33.7502016932428,3.08420788604589e-09
3.93181566136752,NA,-6.92259790137095e-05,NA,NA,NA,NA,NA,0.0241829906998328,NA,-0.000148062063945649,NA,4,-194.927381972077,397.941344030733,33.7962110447202,3.01406656616982e-09
0.336214145901187,-0.0311364238836198,NA,NA,NA,0.0718841333172115,NA,NA,-0.0225514567134999,NA,-0.000156717295573015,NA,5,-194.129991683922,398.390135211662,34.245002225649,2.40823615861636e-09
8.65222659577318,-0.0363765067314652,NA,NA,NA,NA,NA,NA,NA,NA,-0.00014193561107029,NA,3,-196.169486190941,398.390808235014,34.245675249001,2.40742589536957e-09
8.47046296450411,-0.0371579712227484,NA,-0.724999022175672,NA,NA,NA,NA,NA,NA,NA,NA,3,-196.311004498946,398.673844851024,34.5287118650111,2.08974024898742e-09
1.39534398509342,-0.0337770558694089,NA,-0.691709671489517,NA,0.063137822431835,NA,NA,-0.420678934274852,NA,NA,NA,5,-194.378621542117,398.887394928052,34.7422619420386,1.87810771798017e-09
9.30280478990967,-0.0388302684710115,NA,-1.56688574674612,NA,NA,NA,NA,-0.0662680399408186,NA,-0.000273773608690253,NA,5,-194.409283575021,398.94871899386,34.8035860078465,1.82139502376445e-09
8.51399859102034,-0.0370800510913491,NA,NA,NA,NA,NA,NA,-0.254737804291222,NA,NA,NA,3,-196.695502214699,399.44284028253,35.2977072965172,1.4226794919896e-09
8.84325605267005,-0.0389833744687498,NA,-0.908764145565664,NA,NA,NA,NA,-0.425454704061855,NA,NA,NA,4,-195.938785274388,399.964150635357,35.8190176493438,1.0962408119301e-09
8.65406189854868,-0.0363894876786631,NA,NA,NA,NA,NA,NA,-0.00380529612639701,NA,-0.000141477474322287,NA,4,-196.169460698587,400.425501483754,36.2803684977405,8.70412065557603e-10
-37.7666189290008,NA,NA,NA,-0.54056994491795,NA,NA,"+",1.91049270068832,-4.03118363943077,0.0125854622230419,NA,7,-194.778239425719,403.800487566035,39.6553545800219,1.61011162833188e-10
-50.1004665620734,NA,NA,NA,-0.46094967375316,NA,NA,"+",1.42101155148625,-3.59646752423178,0.0165159256731112,"+",8,-193.787910724026,403.890231928402,39.7450989423888,1.53945942146181e-10
-40.4695030722984,NA,NA,NA,-0.47958598561602,0.0466121947907174,NA,"+",1.73776194784825,-4.14156080225653,0.0119518165065719,NA,8,-194.121431063293,404.557272606936,40.412139620923,1.10286461532253e-10
-51.0075786430376,NA,NA,NA,-0.419202394238157,0.0384243108665031,NA,"+",1.32842839060306,-3.72656208593793,0.0155718181977038,"+",9,-193.352687034696,405.099247154731,40.954114168718,8.41073452465245e-11
-53.8387034226473,NA,NA,NA,-0.400159969042258,NA,-0.00498243817025767,"+",2.01092685079598,NA,0.0176229347655985,"+",8,-194.634278720661,405.582967921671,41.4378349356576,6.60382103454536e-11
-52.2701759311245,NA,NA,NA,-0.452283280206777,NA,-0.00176007404841886,"+",1.66795719311062,-2.97095318933364,0.0172281787158451,"+",9,-193.676589774991,405.747052635321,41.6019196493083,6.08365744950205e-11
-37.2339166961015,NA,NA,0.21983975011563,-0.540182238072282,NA,NA,"+",1.91412945665809,-4.11925543645278,0.0124308025649975,NA,8,-194.760596485415,405.835603451179,41.6904704651658,5.82017692858957e-11
-37.7188294168606,NA,NA,NA,-0.539844236460981,NA,0.000472126132899003,"+",1.82408947275086,-4.18130012701347,0.0125650239845616,NA,8,-194.768626488608,405.851663457566,41.7065304715526,5.773628033282e-11
-49.5825691010256,NA,NA,0.250512165759867,-0.459736150096237,NA,NA,"+",1.42429185375191,-3.69733842806077,0.0163688741349277,"+",9,-193.765520602748,405.924914290835,41.7797813048219,5.56599208766277e-11
-45.3031427493778,NA,NA,NA,-0.391762596226908,NA,NA,"+",1.2094009376007,NA,0.0147064331171182,"+",7,-196.050399890213,406.344808495022,42.199675509009,4.51194416554207e-11
