"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
9.68155865458075,-0.0372127581163983,NA,NA,-0.369243038805366,NA,NA,"+",0.285918396869724,-5.54950650494827,NA,"+",8,-180.842277137119,377.998964754587,13.8538317685744,6.45038263119473e-05
-21.8547275518825,0.417631371040059,-0.00088044648129545,NA,NA,NA,NA,"+",0.223346017379705,-0.92826697271764,-0.00927901917667593,NA,8,-180.842936827322,378.000284134994,13.8551511489808,6.44612878023216e-05
15.989597211984,-0.0390495818587717,NA,0.860614226833515,-0.311353804784918,NA,NA,"+",NA,-5.09285942511309,-0.00198569698585484,NA,8,-180.844774053202,378.003958586752,13.8588256007394,6.4342966580846e-05
-35.6265707859032,0.294616749700752,-0.000619320385571566,NA,-0.377362094978199,0.00961550346228584,NA,NA,0.168156466182929,-2.00460586025186,-0.000179875284165301,NA,8,-180.849311388835,378.01303325802,13.8679002720068,6.40516822728664e-05
13.0818599299231,-0.0443141879410103,NA,NA,-0.318891955785237,-0.0192221788684106,-0.00479415960158205,"+",NA,-3.83528782061826,NA,"+",9,-179.822300556269,378.038474197878,13.893341211865,6.32420749840665e-05
-48.4054955553616,0.452125183232289,-0.000931562570853044,NA,NA,NA,-0.00175708983798853,"+",NA,0.496135536064891,-0.0024516051094145,"+",9,-179.826393687164,378.046660459667,13.9015274736537,6.29837459410843e-05
-53.72981067617,0.506879740235475,-0.00103235870674356,0.59758406269756,NA,NA,NA,"+",0.138626593525695,NA,-0.00306781976059326,"+",9,-179.827451397222,378.048775879783,13.9036428937696,6.29171626186475e-05
-58.9930553034638,0.473803161790384,-0.000966762467675337,0.422539936448236,NA,NA,-0.00163507871153757,"+",NA,0.485277449466609,NA,"+",9,-179.828297536111,378.050468157562,13.905335171549,6.28639484769768e-05
15.212028692726,-0.043192453892325,NA,0.248376866105601,-0.342644628647856,-0.0414248441012332,-0.0114029817593754,"+",2.01753814944679,NA,NA,NA,9,-179.837265652044,378.068404389427,13.923271403414,6.2302697741536e-05
-52.652337024688,0.498788087384316,-0.00101737366140899,0.597449852302439,NA,0.00637448112088855,NA,"+",NA,NA,-0.00328069208437739,"+",9,-179.838992740572,378.071858566483,13.9267255804698,6.21951883328661e-05
-25.4933501306448,0.443375834146511,-0.000925095564927812,NA,NA,0.0174040739223852,NA,"+",0.261105654433361,NA,-0.00988946871480002,NA,8,-180.882618225114,378.079646930577,13.9345139445637,6.19534599197533e-05
-54.0208062860262,0.508232887640981,-0.00103523579488561,0.560305827070105,NA,NA,NA,"+",NA,0.154990539695245,-0.00304612644664592,"+",9,-179.846485799756,378.086844684852,13.9417116988391,6.17308977564059e-05
-45.2211337788724,0.432479693148439,-0.000895546768408664,NA,NA,0.00379402975534668,-0.00165186277923944,"+",NA,NA,-0.00271828599983701,"+",9,-179.849019270729,378.091911626798,13.9467786407847,6.15747022607358e-05
4.88417168939705,NA,-7.01949670127472e-05,0.597007483810318,-0.362712753132011,NA,NA,"+",0.287041027336964,-5.52064173999506,NA,"+",9,-179.850338181593,378.094549448526,13.9494164625129,6.1493544248826e-05
-56.9823488342197,0.457240679735867,-0.000936016413908308,0.471260480784186,NA,0.00306970751680309,-0.00151910486926108,"+",NA,NA,NA,"+",9,-179.850795419707,378.095463924753,13.9503309387396,6.14654334838191e-05
39.6139623711151,-0.0474213362674814,NA,NA,-0.379377649141662,NA,NA,"+",0.229044888888308,-5.62313595807647,-0.009000841581321,"+",9,-179.862463630692,378.118800346723,13.9736673607104,6.07524097827723e-05
10.9189802450063,-0.0386252511005429,NA,NA,-0.365382176509893,-0.00989320983503336,NA,"+",NA,-5.46149769918901,NA,"+",8,-180.905345667774,378.125101815897,13.979968829884,6.05612962960737e-05
-58.6742356743794,0.4712104784352,-0.000961686288691377,NA,NA,-0.00103130440794702,-0.00155305691633991,"+",NA,0.615500544138509,NA,"+",9,-179.886996736735,378.167866558809,14.0227335727963,5.92800985002783e-05
6.21049178686431,NA,-7.31031053962284e-05,0.531772130758897,-0.36045791736837,-0.0127751762133982,NA,"+",NA,-5.37930711361321,NA,"+",9,-179.900778970224,378.195431025787,14.0502980397739,5.84686906913135e-05
-66.237758884264,0.526591874720058,-0.00106195770661822,0.399531703015035,NA,NA,NA,"+",0.160112676332568,0.380355000382696,NA,"+",9,-179.902062094324,378.197997273987,14.0528642879743,5.83937162162441e-05
40.7122394555223,-0.0485473350017283,NA,NA,-0.374616913011369,-0.00665214177440974,NA,"+",NA,-5.55290380828643,-0.009077554346626,"+",9,-179.907240152739,378.208353390818,14.0632204048047,5.80921316277516e-05
10.7509283873595,-0.0379285394872529,NA,0.635173763481807,-0.338902964619233,-0.0100799213077566,NA,"+",NA,-5.31373675117375,NA,NA,8,-180.948504969171,378.211420418691,14.0662874326775,5.80031148060179e-05
-64.2713746347611,0.509600616841098,-0.00103032227417978,0.442552452483398,NA,0.00386438159268776,NA,"+",0.154220368456227,NA,NA,"+",9,-179.913858094213,378.221589273766,14.0764562877529,5.77089506337479e-05
6.37158621475793,NA,-7.18730161060778e-05,NA,-0.371565186455188,-0.0158651242816229,NA,"+",0.282375569767322,-5.20288052740005,NA,"+",9,-179.918059886353,378.229992858046,14.0848598720326,5.74669783332347e-05
-58.6581289521205,0.51115372063982,-0.001036927738845,NA,NA,NA,NA,"+",0.130756365438969,0.40884086953147,-0.00176932591937772,"+",9,-179.922526718485,378.238926522309,14.0937935362961,5.72108554427389e-05
-47.6516466251597,0.38894410060249,-0.000791956545466851,-0.898279088950345,-0.362852552891068,NA,0.00123450571891002,NA,0.312221746012714,NA,-0.000266216551541759,NA,8,-180.963656485817,378.241723451984,14.0965904659708,5.71309039907655e-05
7.5192903243327,NA,-8.30897718826863e-05,0.619465275981622,-0.315302346925348,-0.0213760456241493,-0.00458568108708132,"+",NA,-3.77388688795071,NA,"+",10,-178.88131250527,378.24508115089,14.0999481648773,5.70350702715402e-05
9.57080749024156,-0.0371475887241524,NA,0.678369364502035,-0.329694169125289,NA,NA,"+",0.0580661172351619,-5.30810882173914,NA,NA,8,-180.967390607524,378.249191695397,14.1040587093839,5.69179680538352e-05
-65.3350308930733,0.518225935710393,-0.00104688163773514,0.383675860660432,NA,0.00219818129060526,NA,"+",NA,0.330126895628679,NA,"+",9,-179.929536876775,378.252946838888,14.1078138528753,5.68112007481985e-05
35.143272585119,NA,-9.097490773471e-05,NA,-0.377767251811255,-0.0123627663961735,NA,"+",0.231682785782335,-5.18401368285784,-0.0091854250122034,"+",10,-178.887756417846,378.257968976044,14.1128359900306,5.66687228878453e-05
4.50574493547058,NA,-8.85611283340355e-05,NA,NA,NA,-0.00822579739800312,NA,NA,NA,NA,"+",4,-185.086717523125,378.260015132829,14.1148821468163,5.66107759890729e-05
-55.4199264984849,0.490675540057274,-0.000999343530011169,NA,NA,0.00436929073864103,NA,"+",0.119717457927529,NA,-0.00204110375368053,"+",9,-179.935787523459,378.265448132257,14.1203151462443,5.64572015192321e-05
13.0305780791634,NA,-7.68104879718453e-05,NA,-0.314814005388521,-0.0172806613419696,NA,"+",-0.0650966329792294,-4.42003951346047,-0.00217585036196379,NA,9,-179.936279465962,378.266432017263,14.1212990312499,5.64294346526263e-05
6.26303451434924,NA,-7.17505482534248e-05,0.612643068946434,-0.342916932498716,-0.0151361732724102,NA,"+",0.119787595284745,-5.0972756335352,NA,NA,9,-179.937607966378,378.269089018096,14.1239560320829,5.63545178996751e-05
-57.2519426041478,0.502782413981966,-0.00102200632846181,NA,NA,0.00263252538567926,NA,"+",NA,0.343856500510709,-0.00194106911728187,"+",9,-179.939894139521,378.273661364382,14.1285283783687,5.62258288731192e-05
-65.47889002375,0.519653789497304,-0.00104877809551139,NA,NA,0.000464317768670416,NA,"+",0.145050462876776,0.492300745089901,NA,"+",9,-179.955158685051,378.304190455441,14.1590574694275,5.5374084432679e-05
-42.5176387957556,0.352627718803837,-0.000725944101918721,-0.916515833796896,-0.362187588901587,-0.00145159040265958,NA,NA,0.409768418277719,NA,-0.000265164453047955,NA,8,-181.012112020045,378.338634520439,14.1935015344259,5.44285951436976e-05
14.4983478445471,-0.0390653466052569,NA,NA,-0.321383491276958,-0.0130774499620195,NA,"+",NA,-4.74449238534063,-0.00114129833209971,NA,8,-181.04915141164,378.412713303629,14.2675803176155,5.24494721115111e-05
3.98333051752874,NA,-6.62886589008435e-05,NA,-0.299097031898244,NA,NA,NA,NA,-3.08604461192972,-0.000131665350068131,"+",6,-183.117048395126,378.416705485904,14.2715724998906,5.23448826048804e-05
4.26129908689341,NA,-7.08020156273358e-05,NA,-0.368629476752167,NA,NA,NA,-0.540943258172177,-3.7824285025267,NA,NA,5,-184.143557951474,378.417267746765,14.2721347607518,5.23301689338223e-05
11.3343231290265,-0.0432263144936736,NA,NA,-0.259779491361903,-0.011483482481325,-0.00673825808105422,NA,NA,-1.39996468513797,NA,"+",7,-182.097501606069,378.439011926735,14.2938789407222,5.17643122245514e-05
10.0829100847063,-0.0423194607290481,NA,NA,-0.254397973111279,NA,-0.00638804527705562,NA,NA,-1.58801776621518,-3.38490932703297e-05,"+",7,-182.10004820504,378.444105124678,14.2989721386648,5.16326569879861e-05
10.0470626915638,-0.0425139994807104,NA,NA,-0.248847656789212,NA,-0.0072792074548724,NA,0.169507519975243,-1.18755403019754,NA,"+",7,-182.100371185351,378.444751085298,14.2996180992851,5.16159833491913e-05
59.3942790832711,-0.0598778486784406,NA,1.66825268294076,-0.341613903941073,-0.0109835158192663,-0.00511027482078465,"+",NA,-4.68225194384826,-0.0140478181104413,"+",11,-177.93742409426,378.45506796874,14.3099349827269,5.13504108662013e-05
56.5901630017542,-0.0585709956934305,NA,1.42626532189786,-0.302134052234803,-0.0379999856674417,-0.0125388451015654,"+",1.76012329431108,NA,-0.0124549297474825,"+",11,-177.941386678971,378.462993138162,14.3178601521494,5.1147333135271e-05
6.29599703539946,NA,-8.1543956989734e-05,NA,-0.255166798973345,-0.0187074227222282,-0.00720103491925254,NA,0.206633301178251,-0.821809707083357,NA,"+",8,-181.077426582621,378.469263645592,14.3241306595793,5.09872243909708e-05
-49.7727376952317,0.40526366131373,-0.000822585597928593,-0.926194419622256,-0.364723256365117,-0.00174584709642061,0.00218876657581543,NA,NA,NA,-0.000240581065881931,NA,8,-181.082281906838,378.478974294025,14.3338413080124,5.07402649049909e-05
13.6301892454207,-0.0388157138331989,NA,NA,-0.308270483597097,NA,NA,"+",-0.0773346556000406,-4.74158817958372,-0.00130692642846901,NA,8,-181.083195481033,378.480801442415,14.3356684564023,5.06939310762478e-05
46.0787593602657,NA,-0.000107334192743872,0.997439557224175,-0.26153808891273,-0.0278151540692323,-0.00769429021915899,"+",NA,NA,-0.0121669431816991,"+",10,-179.008446298969,378.499348738288,14.3542157522753,5.02259865370048e-05
10.0439891382912,-0.0424832388697955,NA,0.0542711124768753,-0.252247553661564,NA,-0.00662939467541473,NA,NA,-1.48864219509415,NA,"+",7,-182.128888866141,378.50178644688,14.3566534608667,5.01648056704136e-05
10.8038142033715,-0.0379543053203422,NA,NA,-0.333170707756925,-0.0127145002654971,NA,"+",0.0327815079817559,-4.93062221355922,NA,NA,8,-181.094890628415,378.50419173718,14.3590587511666,5.01045114737029e-05
-1.96827052701095,0.324122876110588,-0.000714307668080955,1.08146504940288,NA,NA,-0.00540657233883551,"+",0.871026817066092,NA,-0.0114321839596046,NA,9,-180.056804346795,378.507481778929,14.362348792916,5.0022156263006e-05
4.4491331283283,NA,-7.88176276124198e-05,NA,-0.245770738599658,NA,-0.00679007430504173,NA,0.239827817518291,-1.06869771965161,-5.17826714842281e-05,"+",8,-181.097732953837,378.509876388024,14.3647434020107,4.99623003478723e-05
5.85501693136614,NA,-8.08153848025019e-05,NA,-0.257350561847924,-0.0140004235497798,-0.00621811623280322,NA,NA,-1.27613008717633,-2.48647687008916e-05,"+",8,-181.105365122625,378.525140725598,14.3800077395854,4.95824310956861e-05
6.00197761303155,NA,-8.13082627297295e-05,0.00888240158631234,-0.256788379250759,-0.0158533413325628,-0.00642114664092092,NA,NA,-1.17719524368774,NA,"+",8,-181.121061195686,378.556532871722,14.4113998857093,4.88102575340293e-05
6.51878325303442,NA,-8.10505697949479e-05,NA,-0.247013559331199,-0.0211588821267738,-0.00816431806553233,NA,0.430973897570815,NA,-3.60899638659856e-05,"+",8,-181.124449753644,378.563309987637,14.4181770016241,4.86451410588256e-05
12.0753671385608,-0.0434615987293539,NA,NA,-0.248249286637667,-0.0194414016731026,-0.00878812184469935,NA,0.412449760342699,NA,NA,"+",7,-182.172859197262,378.589727109122,14.4445941231089,4.80068335999724e-05
4.43770791213498,NA,-7.92526576318632e-05,-0.095660014812788,-0.248264342367656,NA,-0.0060238652351852,NA,NA,-1.38255284162211,-4.42557011881153e-05,"+",8,-181.147186519103,378.608783518554,14.4636505325414,4.75515869474916e-05
4.3559557409128,NA,-7.92733976454485e-05,0.0981613726454358,-0.244049084127667,NA,-0.00686623062208423,NA,0.162168737968121,-1.04730375619833,NA,"+",8,-181.15418149915,378.622773478649,14.4776404926363,4.72201251813163e-05
6.64276223575285,NA,-8.1742601508361e-05,-0.000240183637251664,-0.247154510407918,-0.0229219932570178,-0.00818694249633391,NA,0.362911725898186,NA,NA,"+",8,-181.154512128418,378.623434737186,14.4783017511728,4.72045154065481e-05
9.90498610487417,-0.0419243668535677,NA,NA,-0.234872575664789,NA,-0.0086314731930847,NA,0.479289615056398,NA,-4.67722741838611e-05,"+",7,-182.21868634421,378.681381403017,14.5362484170037,4.58564663050473e-05
53.6209870935432,-0.051851619207229,NA,1.55528127570474,-0.402435046985404,NA,NA,"+",0.254642277381738,-6.45852921317203,-0.0130851063652001,"+",10,-179.137073540156,378.756603220664,14.6114702346505,4.41637939353675e-05
4.34273323322636,NA,-7.86338752334944e-05,-0.154125988893251,-0.23110414554493,NA,-0.00798032298423646,NA,0.429063216152145,NA,-6.24723070171552e-05,"+",8,-181.224562175304,378.763534830957,14.6184018449442,4.40109957683286e-05
47.2869627658892,-0.0554681166680086,NA,0.857337193030417,-0.253447502860037,-0.0250596775890004,-0.00844515264400058,"+",NA,NA,-0.010310794462255,NA,9,-180.189424862208,378.772722809755,14.6275898237419,4.38092734302524e-05
9.86460783037755,-0.0422161577951515,NA,0.0463354838282672,-0.233323072078777,NA,-0.00867021378596551,NA,0.397534703844371,NA,NA,"+",7,-182.269312476205,378.782633667006,14.637500680993,4.35927167114652e-05
48.8332646029484,NA,-9.94176494315388e-05,1.60665889686613,-0.397290371407302,-0.00691225505233172,NA,"+",0.257880016542524,-6.01706241353762,-0.0135299835771284,"+",11,-178.134197807772,378.848615395764,14.7034824097508,4.21780196562282e-05
54.1721766578479,-0.0527802589753511,NA,1.52838816260212,-0.391721912457468,-0.00130981230427475,NA,"+",NA,-6.36808897017286,-0.0131767417315608,"+",10,-179.205398539074,378.893253218498,14.7481202324853,4.12470796022243e-05
2.79571355974215,NA,-5.90781571282472e-05,NA,-0.264134397399329,NA,NA,NA,NA,NA,NA,"+",4,-185.421673875174,378.929927836928,14.7847948509153,4.04976117621346e-05
-44.302372650495,0.365254748653139,-0.000747746769893473,-0.218602862298342,-0.392517038464762,-0.00670989501409534,0.00103354375974475,NA,NA,NA,NA,NA,7,-182.347974029577,378.93995677375,14.7948237877371,4.02950460713226e-05
-45.0389467319175,0.365388890556961,-0.000747150520871029,-0.211843040693795,-0.384528499974544,NA,0.00111074739626631,NA,-0.0272510930626232,NA,NA,NA,7,-182.357958659103,378.959926032804,14.8147930467908,3.98947168597896e-05
-63.5196437432741,0.504358962892825,-0.00102151267096138,NA,NA,0.0009138584396372,-0.00208936875522857,NA,0.116729086051012,1.74538048020062,-6.20135998208808e-05,"+",9,-180.286805377395,378.96748384013,14.822350854117,3.97442430601717e-05
-63.541995243112,0.505222355254753,-0.00102325325290883,0.00744766254497117,NA,NA,-0.00210357512205292,NA,0.118130216207001,1.76050257975582,-6.07517590367262e-05,"+",9,-180.286979909771,378.967832904881,14.8226999188683,3.97373070083129e-05
-64.1038413396198,0.507992654223893,-0.0010283640832787,0.0160062604132258,NA,0.00168887771278676,-0.00169104751236993,NA,NA,1.60376563954132,-5.31119999286146e-05,"+",9,-180.298383176993,378.990639439325,14.8455064533122,3.92867456957065e-05
21.7248044108063,NA,-7.12959362969631e-05,NA,-0.25849147684261,NA,NA,"+",NA,NA,-0.00596184441784446,NA,6,-183.404094790502,378.990798276655,14.8456652906424,3.92836257187007e-05
50.1174438683028,-0.055495044680093,NA,0.955604723778399,-0.242796788477474,NA,-0.00821335358266852,"+",NA,NA,-0.0120405728693991,"+",9,-180.298567199154,378.991007483647,14.8458744976336,3.92795167290406e-05
6.39463669394224,NA,-8.17487330901961e-05,-0.173503207962126,-0.242773529226021,-0.0212571000429824,-0.00722448345327995,NA,NA,NA,-1.00588286143357e-05,"+",8,-181.33829897834,378.991008437029,14.8458754510158,3.92794980048491e-05
4.73166617833124,NA,-7.27538085734335e-05,NA,-0.363430260331752,NA,-0.00259224945346628,NA,NA,-3.06028035709287,-0.000128136685419099,NA,6,-183.416490445801,379.015589587255,14.870456601242,3.87996850129842e-05
-45.5328488505819,0.373018546811496,-0.000761156623500971,NA,-0.395680696026448,-0.00509477485618362,0.00120474918891344,NA,0.0117209683091225,NA,NA,NA,7,-182.386567894983,379.017144504562,14.8720115185494,3.87695315851511e-05
-40.0001872445602,0.333690611931237,-0.000690287661904904,-0.243976367727403,-0.389875422162723,-0.00643940147127094,NA,NA,0.0638693729421384,NA,NA,NA,7,-182.388414669816,379.020838054229,14.8757050682162,3.86979990624785e-05
34.9001551127228,NA,-0.000108308326671261,NA,NA,NA,-0.0107074173205318,"+",1.20694989531251,NA,-0.00938185047434249,NA,7,-182.390746039374,379.025500793344,14.8803678073309,3.86078848111617e-05
-42.2744763213078,0.344282629155579,-0.000711271963173885,NA,-0.39532131035858,0.0046256767422167,0.00303308951595877,NA,-0.480494332504879,-2.56641184809062,NA,NA,8,-181.37556783234,379.065546145029,14.9204131590158,3.78425393498911e-05
11.8101558306198,-0.0435000949775487,NA,-0.153083538996775,-0.243640414642547,-0.0178296839652924,-0.00774059164901503,NA,NA,NA,NA,"+",7,-182.412902140939,379.069812996475,14.9246800104619,3.77618911620646e-05
-42.0552455498818,0.346265788510747,-0.000715404962949647,0.0143692928379284,-0.401156938427952,NA,0.00303754587584637,NA,-0.471137561909519,-2.54517383937986,NA,NA,8,-181.38057001283,379.075550506008,14.9304175199954,3.76537167938475e-05
-63.715965024998,0.506227062223893,-0.00102557385749773,0.216861981916618,NA,-0.00067538389374203,-0.00223111671715978,NA,0.0406642983973676,1.80144998699591,NA,"+",9,-180.344434784993,379.082742655325,14.9376096693117,3.75185543898047e-05
